,Open,High,Low,Close,Volume
2018-01-02 05:30:00,0.01338216,0.01385,0.01338216,0.01375001,466596114
2018-01-02 06:30:00,0.01376998,0.0138,0.01359,0.0136,517461924
2018-01-02 07:30:00,0.01361193,0.01367833,0.013398,0.013522,714534781
2018-01-02 08:30:00,0.01352032,0.01353998,0.01323196,0.01335378,666940106
2018-01-02 09:30:00,0.01335378,0.01348084,0.01289002,0.01312731,992418927
2018-01-02 10:30:00,0.01312903,0.01324499,0.0130907,0.01316695,600002711
2018-01-02 11:30:00,0.01316695,0.01333866,0.0130415,0.01325598,722310035
2018-01-02 12:30:00,0.01325607,0.01335998,0.01315,0.013343,665584380
2018-01-02 13:30:00,0.01334301,0.01344,0.01330259,0.01332609,745643663
2018-01-02 14:30:00,0.01334297,0.01352346,0.0133261,0.013452,511542770
2018-01-02 15:30:00,0.01346,0.01361728,0.0134016,0.01356,654454591
2018-01-02 16:30:00,0.0135665,0.013573,0.01340105,0.01349,684541650
2018-01-02 17:30:00,0.01349,0.01359,0.01345046,0.01348904,671205943
2018-01-02 18:30:00,0.01348904,0.013875,0.01347041,0.01386498,1036836330
2018-01-02 19:30:00,0.01386495,0.01389486,0.01363,0.0136644,705180727
2018-01-02 20:30:00,0.01366121,0.01373989,0.01351,0.01369003,952656508
2018-01-02 21:30:00,0.01369002,0.01384288,0.01358499,0.01359002,1020856756
2018-01-02 22:30:00,0.01359999,0.01379965,0.013503,0.01378,817501105
2018-01-02 23:30:00,0.01378998,0.01475,0.01375543,0.01458,1573603550
2018-01-03 00:30:00,0.01457687,0.01547349,0.01448,0.01473275,1678312072
2018-01-03 01:30:00,0.01471002,0.01516031,0.01471,0.014751,1150528492
2018-01-03 02:30:00,0.014751,0.01494499,0.014544,0.0146924,906843821
2018-01-03 03:30:00,0.0147,0.015025,0.01468501,0.01479996,858185273
2018-01-03 04:30:00,0.01479997,0.01488708,0.0146,0.01467511,764349881
2018-01-03 05:30:00,0.01469,0.01492622,0.01466,0.01477453,661468616
2018-01-03 06:30:00,0.01475801,0.01485353,0.01466,0.01482,788317514
2018-01-03 07:30:00,0.01484797,0.0151199,0.01474499,0.01500807,822858852
2018-01-03 08:30:00,0.01500807,0.01529999,0.01475,0.01481849,1031188607
2018-01-03 09:30:00,0.01480581,0.01511756,0.01479505,0.01501966,781021342
2018-01-03 10:30:00,0.01503101,0.01511498,0.0149,0.014988,860383177
2018-01-03 11:30:00,0.01498089,0.01527613,0.01485801,0.01524263,908687696
2018-01-03 12:30:00,0.01524264,0.01530756,0.01513024,0.01517,661609852
2018-01-03 13:30:00,0.01517,0.01517299,0.0149,0.01500259,895934758
2018-01-03 14:30:00,0.01500259,0.015048,0.01444,0.01451999,1241904776
2018-01-03 15:30:00,0.01450105,0.014855,0.01415,0.01445555,1271034018
2018-01-03 16:30:00,0.01445555,0.01477184,0.0142,0.01473005,793929390
2018-01-03 17:30:00,0.01476473,0.014799,0.01440004,0.01445,614534955
2018-01-03 18:30:00,0.014469,0.01489,0.01440107,0.01485502,380592932
2018-01-03 19:30:00,0.01485998,0.01504551,0.014758,0.01479011,581690557
2018-01-03 20:30:00,0.01481297,0.01503377,0.01479013,0.01503377,505915681
2018-01-03 21:30:00,0.015045,0.01513,0.01490193,0.01501006,477866959
2018-01-03 22:30:00,0.015011,0.0150572,0.01477983,0.0148,389080093
2018-01-03 23:30:00,0.0148,0.01489986,0.01469799,0.01474997,430999286
2018-01-04 00:30:00,0.01471,0.01484613,0.014671,0.01470001,361751015
2018-01-04 01:30:00,0.01470001,0.01495,0.014683,0.01492601,343677881
2018-01-04 02:30:00,0.01493911,0.01499,0.01483,0.01492696,191636316
2018-01-04 03:30:00,0.01492696,0.014949,0.01479964,0.01479991,260659164
2018-01-04 04:30:00,0.01479232,0.01494082,0.01471,0.01491951,648924200
2018-01-04 05:30:00,0.01491951,0.014948,0.01471025,0.01475376,820846740
2018-01-04 06:30:00,0.01476565,0.015179,0.01464999,0.01517212,1181627263
2018-01-04 07:30:00,0.015175,0.01528,0.015059,0.0151109,1055426461
2018-01-04 08:30:00,0.0151109,0.01511998,0.0151109,0.01511997,4635181
2018-01-04 10:30:00,0.01511997,0.01511997,0.01473,0.0148751,888843951
2018-01-04 11:30:00,0.01489,0.0151,0.01485001,0.01489901,867618392
2018-01-04 12:30:00,0.01489901,0.0149,0.014685,0.014748,1083438099
2018-01-04 13:30:00,0.01473407,0.0148,0.01421169,0.01422105,1207568042
2018-01-04 14:30:00,0.01422105,0.01441005,0.01391804,0.01429901,1121487750
2018-01-04 15:30:00,0.01429901,0.01452394,0.0142148,0.014429,1037040763
2018-01-04 16:30:00,0.014427,0.01457178,0.01428,0.01453997,973455496
2018-01-04 17:30:00,0.01453999,0.0146534,0.01418188,0.01439897,915408594
2018-01-04 18:30:00,0.01439897,0.01460002,0.01436001,0.01451895,872818456
2018-01-04 19:30:00,0.01451895,0.0146008,0.01440499,0.01451306,962798872
2018-01-04 20:30:00,0.01450105,0.01453458,0.01427001,0.01435301,1209805263
2018-01-04 21:30:00,0.01436799,0.01449499,0.01423801,0.01446997,1129730622
2018-01-04 22:30:00,0.01446997,0.01464889,0.01440097,0.01464889,865628274
2018-01-04 23:30:00,0.014648,0.014864,0.01463,0.014811,779049764
2018-01-05 00:30:00,0.01480501,0.014988,0.01472005,0.01489519,862207466
2018-01-05 01:30:00,0.014905,0.015011,0.01472265,0.01479902,1127962286
2018-01-05 02:30:00,0.01479901,0.01494497,0.01473303,0.01479788,707223774
2018-01-05 03:30:00,0.01479789,0.014979,0.014601,0.01493939,762293702
2018-01-05 04:30:00,0.01489595,0.01510008,0.01477425,0.01505954,892734362
2018-01-05 05:30:00,0.01505956,0.01509699,0.014802,0.01490601,701283048
2018-01-05 06:30:00,0.01490801,0.0151,0.01484735,0.01504,922722973
2018-01-05 07:30:00,0.01503804,0.0152,0.01503804,0.01509811,985850712
2018-01-05 08:30:00,0.01509812,0.01518,0.014642,0.01496537,1015117957
2018-01-05 09:30:00,0.01497,0.01508363,0.0146,0.01482005,947316775
2018-01-05 10:30:00,0.01482005,0.01503875,0.014756,0.015,863362834
2018-01-05 11:30:00,0.014999,0.01502,0.0147,0.01495234,779698664
2018-01-05 12:30:00,0.01495234,0.01497978,0.01482232,0.01492014,844120506
2018-01-05 13:30:00,0.01491695,0.01545,0.01488,0.01542481,949347149
2018-01-05 14:30:00,0.0154296,0.016111,0.0154296,0.01588039,1397016119
2018-01-05 15:30:00,0.0158735,0.01635,0.01582637,0.01613823,804132075
2018-01-05 16:30:00,0.01610506,0.01618565,0.01586907,0.01609069,1084829419
2018-01-05 17:30:00,0.0160907,0.01614009,0.0157629,0.015838,1005422193
2018-01-05 18:30:00,0.015838,0.016199,0.01575,0.01609394,996320352
2018-01-05 19:30:00,0.01607162,0.01626704,0.01590101,0.01610318,991739170
2018-01-05 20:30:00,0.01610318,0.01617,0.01598063,0.01608772,787319320
2018-01-05 21:30:00,0.01609499,0.0165,0.01608773,0.016449,1007615517
2018-01-05 22:30:00,0.016449,0.01711813,0.01642,0.01665,937578122
2018-01-05 23:30:00,0.01665,0.016988,0.01647578,0.016579,1010442838
2018-01-06 00:30:00,0.016579,0.016673,0.01631,0.01659301,1255478351
2018-01-06 01:30:00,0.01659414,0.01667,0.016353,0.01666836,1068054734
2018-01-06 02:30:00,0.016673,0.01695,0.01665001,0.01679995,1070422615
2018-01-06 03:30:00,0.01679994,0.01704792,0.01664524,0.01702136,896537944
2018-01-06 04:30:00,0.01702136,0.01717624,0.01680102,0.01696039,929761738
2018-01-06 05:30:00,0.01696039,0.016999,0.01667798,0.016998,830785144
2018-01-06 06:30:00,0.016998,0.01709999,0.016823,0.01702503,1103392744
2018-01-06 07:30:00,0.01702503,0.01707326,0.016288,0.01654099,1172708274
2018-01-06 08:30:00,0.01650504,0.016746,0.0163631,0.01652159,1140827478
2018-01-06 09:30:00,0.01652157,0.0166005,0.0163,0.01647009,1030651665
2018-01-06 10:30:00,0.01647749,0.01675,0.01642243,0.01664284,471806854
2018-01-06 11:30:00,0.01663782,0.01671938,0.01657104,0.01660499,259476685
2018-01-06 12:30:00,0.0166,0.016605,0.01641521,0.016518,402045227
2018-01-06 13:30:00,0.01650018,0.0166,0.01641455,0.01644,526987415
2018-01-06 14:30:00,0.01643999,0.01653801,0.01634,0.01641996,631593515
2018-01-06 15:30:00,0.01641995,0.01675001,0.01639,0.0166902,624785297
2018-01-06 16:30:00,0.0166902,0.01675001,0.01642263,0.01652989,786638636
2018-01-06 17:30:00,0.01650516,0.01655736,0.01615112,0.01621491,926819037
2018-01-06 18:30:00,0.01621492,0.01637299,0.01601121,0.016168,891972764
2018-01-06 19:30:00,0.01615969,0.01648898,0.016145,0.01640301,889593692
2018-01-06 20:30:00,0.01641999,0.016639,0.01633503,0.01655622,928568326
2018-01-06 21:30:00,0.01655004,0.016982,0.01650175,0.01689224,829667165
2018-01-06 22:30:00,0.01689223,0.01694,0.01671311,0.01688993,758742108
2018-01-06 23:30:00,0.01685403,0.01692999,0.01658298,0.01676989,780126895
2018-01-07 00:30:00,0.016775,0.01683915,0.01661219,0.01677001,837151453
2018-01-07 01:30:00,0.01677001,0.01687718,0.01670726,0.016784,537793754
2018-01-07 02:30:00,0.01680699,0.01684034,0.01661218,0.01679099,729948339
2018-01-07 03:30:00,0.01679099,0.01713218,0.01679,0.016975,839510079
2018-01-07 04:30:00,0.01697501,0.01714313,0.016975,0.01706979,639864961
2018-01-07 05:30:00,0.01706979,0.01709996,0.0168,0.01700909,723097184
2018-01-07 06:30:00,0.01695004,0.01701777,0.01679201,0.01695102,786542762
2018-01-07 07:30:00,0.01695102,0.01696797,0.016711,0.01674294,811636768
2018-01-07 08:30:00,0.01674294,0.0168,0.01660501,0.01674068,833027889
2018-01-07 09:30:00,0.01672793,0.01674066,0.0164,0.01654693,775910726
2018-01-07 10:30:00,0.01654759,0.01674494,0.0165,0.016564,698237458
2018-01-07 11:30:00,0.016564,0.01668344,0.0164,0.01641705,721569884
2018-01-07 12:30:00,0.016418,0.01674998,0.01640971,0.01674699,577845180
2018-01-07 13:30:00,0.016747,0.01688675,0.01669566,0.01671902,640796589
2018-01-07 14:30:00,0.01671901,0.0168,0.01657933,0.01669006,443503664
2018-01-07 15:30:00,0.01669006,0.01681472,0.01663316,0.016739,215643791
2018-01-07 16:30:00,0.01673899,0.01678096,0.01656002,0.016607,175762476
2018-01-07 17:30:00,0.016611,0.01664905,0.01648,0.0165,257126875
2018-01-07 18:30:00,0.01653798,0.01655098,0.0163,0.016386,359776850
2018-01-07 19:30:00,0.016386,0.016592,0.01637699,0.01652002,271768469
2018-01-07 20:30:00,0.01652002,0.01656836,0.01640047,0.01643965,324379270
2018-01-07 21:30:00,0.01643964,0.01647487,0.01575,0.01599999,834594917
2018-01-07 22:30:00,0.016,0.0162873,0.01571506,0.01580001,914068253
2018-01-07 23:30:00,0.01580001,0.01609999,0.01561,0.01601925,734469015
2018-01-08 00:30:00,0.01602058,0.01619996,0.01592,0.0161009,295322998
2018-01-08 01:30:00,0.0161009,0.01619899,0.01587207,0.01614501,311773627
2018-01-08 02:30:00,0.01614501,0.01629995,0.016108,0.01619899,220148967
2018-01-08 03:30:00,0.01619899,0.0165,0.01600094,0.016446,265042205
2018-01-08 04:30:00,0.016446,0.01646128,0.01612685,0.01615003,301079740
2018-01-08 05:30:00,0.01621885,0.0163223,0.01590806,0.01594896,581369323
2018-01-08 06:30:00,0.01594193,0.0160018,0.015655,0.01585007,878804115
2018-01-08 07:30:00,0.01585008,0.0161,0.01583001,0.01603738,765781916
2018-01-08 08:30:00,0.01603001,0.01603199,0.01551499,0.01567037,948188780
2018-01-08 09:30:00,0.01563248,0.01584,0.01551,0.01564101,638906874
2018-01-08 10:30:00,0.01564101,0.01589999,0.015476,0.01576871,821479933
2018-01-08 11:30:00,0.01576871,0.0158285,0.01563964,0.01575727,782811957
2018-01-08 12:30:00,0.0157527,0.01592168,0.01575269,0.015865,814233803
2018-01-08 13:30:00,0.01586499,0.01586997,0.01535501,0.01547774,776730486
2018-01-08 14:30:00,0.015471,0.01552,0.014619,0.01465,1812077172
2018-01-08 15:30:00,0.01465,0.01518359,0.014551,0.01518359,1376251498
2018-01-08 16:30:00,0.01518359,0.01546812,0.01516003,0.0154,938852100
2018-01-08 17:30:00,0.015414,0.015499,0.015235,0.015348,766948091
2018-01-08 18:30:00,0.01534852,0.01546399,0.014444,0.01460988,1408745552
2018-01-08 19:30:00,0.01465988,0.01469301,0.013155,0.01348995,2512360318
2018-01-08 20:30:00,0.01348995,0.0147,0.012812,0.01429998,4047595000
2018-01-08 21:30:00,0.0142979,0.01496651,0.01423832,0.01483978,1684153594
2018-01-08 22:30:00,0.01481943,0.014933,0.01433978,0.01469995,1220080175
2018-01-08 23:30:00,0.0147398,0.0151,0.01458022,0.0149,723505895
2018-01-09 00:30:00,0.0149,0.01524733,0.01478199,0.01519655,516535040
2018-01-09 01:30:00,0.01519656,0.01527099,0.01452708,0.0148997,835157357
2018-01-09 02:30:00,0.0148997,0.015099,0.01475896,0.01488897,357169686
2018-01-09 03:30:00,0.0148893,0.01492,0.01448,0.01458,692058431
2018-01-09 04:30:00,0.01456409,0.015,0.01439232,0.01490254,700812816
2018-01-09 05:30:00,0.01490254,0.01529,0.014811,0.01524589,629833990
2018-01-09 06:30:00,0.01524589,0.01532,0.014701,0.01524024,689518478
2018-01-09 07:30:00,0.01524234,0.015302,0.01506762,0.0152163,451618264
2018-01-09 08:30:00,0.01522211,0.0155,0.01505322,0.01521,496760200
2018-01-09 09:30:00,0.01518653,0.015397,0.01511046,0.015349,328505784
2018-01-09 10:30:00,0.015349,0.01536,0.01467,0.01488,745572239
2018-01-09 11:30:00,0.01488,0.01499317,0.014601,0.01484527,660538131
2018-01-09 12:30:00,0.01484526,0.01515,0.01484029,0.01506228,360080610
2018-01-09 13:30:00,0.01506228,0.0153,0.015,0.01519056,330365360
2018-01-09 14:30:00,0.01519056,0.015199,0.014766,0.014811,390228990
2018-01-09 15:30:00,0.01480201,0.0148161,0.01417033,0.0145,1244813107
2018-01-09 16:30:00,0.0145,0.0148,0.014382,0.014726,587911186
2018-01-09 17:30:00,0.014726,0.01482998,0.014401,0.01465957,597657793
2018-01-09 18:30:00,0.01465,0.0147,0.01401105,0.01404103,1156790250
2018-01-09 19:30:00,0.01407287,0.01464099,0.01406413,0.01456048,1087916231
2018-01-09 20:30:00,0.01455142,0.0148,0.014485,0.01465496,664173421
2018-01-09 21:30:00,0.01465501,0.01499862,0.01458501,0.01495101,508127496
2018-01-09 22:30:00,0.014968,0.014982,0.01477847,0.01494998,359334537
2018-01-09 23:30:00,0.01494998,0.01499,0.01479901,0.01480344,291787757
2018-01-10 00:30:00,0.01480346,0.01486393,0.01465,0.01471782,399711358
2018-01-10 01:30:00,0.01471782,0.01486156,0.0146,0.01475503,393305328
2018-01-10 02:30:00,0.01475533,0.01478,0.01442,0.01446281,425531853
2018-01-10 03:30:00,0.014452,0.01453636,0.01418284,0.01425492,714207127
2018-01-10 04:30:00,0.0142347,0.01445495,0.014125,0.0144,800714763
2018-01-10 05:30:00,0.014401,0.01448,0.01375,0.01398904,1151731682
2018-01-10 06:30:00,0.01398904,0.01432794,0.0139459,0.01412158,647904981
2018-01-10 07:30:00,0.01412,0.0143,0.01406142,0.01422699,421451308
2018-01-10 08:30:00,0.014211,0.01430001,0.01395,0.01396405,602167204
2018-01-10 09:30:00,0.01398,0.014323,0.01386666,0.01424088,759187875
2018-01-10 10:30:00,0.01424088,0.01425532,0.01392405,0.01413672,730701129
2018-01-10 11:30:00,0.01413677,0.01434999,0.01403431,0.01421961,506310346
2018-01-10 12:30:00,0.01421961,0.01426233,0.013855,0.013979,740318537
2018-01-10 13:30:00,0.01397895,0.013979,0.01313131,0.013394,2131528444
2018-01-10 14:30:00,0.013394,0.01387767,0.01332996,0.01375438,1130836641
2018-01-10 15:30:00,0.0137506,0.01387999,0.01348509,0.01369221,895464459
2018-01-10 16:30:00,0.01373596,0.0141283,0.01365,0.01391908,763192245
2018-01-10 17:30:00,0.01391909,0.013965,0.01371,0.01376115,616622062
2018-01-10 18:30:00,0.01376117,0.0141,0.01363906,0.01386194,576261177
2018-01-10 19:30:00,0.0138131,0.01393943,0.0135,0.01363,810804362
2018-01-10 20:30:00,0.01360056,0.01449,0.01360056,0.01439995,1217362056
2018-01-10 21:30:00,0.01439995,0.01469812,0.01436011,0.01441219,950792660
2018-01-10 22:30:00,0.01442451,0.01459991,0.01427097,0.01456751,490576202
2018-01-10 23:30:00,0.01455,0.01473543,0.01438,0.01454832,440541552
2018-01-11 00:30:00,0.01454832,0.01454995,0.01417295,0.01434998,356262305
2018-01-11 01:30:00,0.01434998,0.01453599,0.01424,0.01448016,296783093
2018-01-11 02:30:00,0.01448016,0.01458999,0.01442003,0.014515,313881121
2018-01-11 03:30:00,0.0145,0.01457999,0.014251,0.0145,425009387
2018-01-11 04:30:00,0.01448877,0.01495566,0.01440496,0.01490709,435310827
2018-01-11 05:30:00,0.01494,0.01496868,0.01451311,0.01456704,559031691
2018-01-11 06:30:00,0.01457399,0.01462412,0.014295,0.01442787,552907834
2018-01-11 07:30:00,0.01437794,0.01450502,0.014065,0.01413732,487294801
2018-01-11 08:30:00,0.01413732,0.01414791,0.012613,0.01292,3381173271
2018-01-11 09:30:00,0.01291192,0.01348,0.0114,0.0131082,6085367316
2018-01-11 10:30:00,0.01311799,0.01361381,0.012602,0.01286884,3523582840
2018-01-11 11:30:00,0.01286884,0.01349999,0.01278003,0.01318802,1895062316
2018-01-11 12:30:00,0.01322866,0.01363198,0.01300081,0.01353042,1364413370
2018-01-11 13:30:00,0.01353042,0.01386837,0.01353042,0.01365649,1027997033
2018-01-11 14:30:00,0.013656,0.0138967,0.0133,0.01342524,777257475
2018-01-11 15:30:00,0.01342525,0.01356964,0.01320999,0.01325431,643250101
2018-01-11 16:30:00,0.01325431,0.01350485,0.013041,0.0133851,1231727162
2018-01-11 17:30:00,0.0133851,0.01394245,0.01328213,0.013803,1048002392
2018-01-11 18:30:00,0.013803,0.013939,0.01362801,0.01375495,992273766
2018-01-11 19:30:00,0.01375495,0.014141,0.01368083,0.0141,1103789204
2018-01-11 20:30:00,0.01407007,0.0144,0.013862,0.01395808,1297428100
2018-01-11 21:30:00,0.01395005,0.01419,0.013907,0.01394926,656490100
2018-01-11 22:30:00,0.01394926,0.01396663,0.01360919,0.01365001,783985153
2018-01-11 23:30:00,0.01365001,0.01384999,0.01362,0.0136615,645060283
2018-01-12 00:30:00,0.01366135,0.01377252,0.01320558,0.01343016,703993324
2018-01-12 01:30:00,0.0134,0.01365592,0.01305006,0.0134,852382387
2018-01-12 02:30:00,0.013405,0.01343456,0.013008,0.01337951,915885084
2018-01-12 03:30:00,0.01337951,0.013459,0.01281694,0.01297599,1077485523
2018-01-12 04:30:00,0.01297599,0.0134,0.012511,0.01323878,1948883225
2018-01-12 05:30:00,0.01323876,0.01323876,0.0125,0.01297412,1512637770
2018-01-12 06:30:00,0.01296489,0.0135,0.01290627,0.01339256,924692877
2018-01-12 07:30:00,0.01339256,0.01354998,0.01322801,0.01339971,641344154
2018-01-12 08:30:00,0.013373,0.013855,0.01334981,0.01385,1093028678
2018-01-12 09:30:00,0.01385495,0.01388,0.01352469,0.01377053,680426656
2018-01-12 10:30:00,0.01376001,0.01385,0.0133541,0.01355,709097789
2018-01-12 11:30:00,0.01355,0.0138754,0.01351778,0.013861,683003148
2018-01-12 12:30:00,0.013861,0.01396663,0.0137,0.01372204,806940643
2018-01-12 13:30:00,0.01372204,0.01377,0.01349,0.01365099,600936336
2018-01-12 14:30:00,0.01363007,0.01367,0.01330199,0.01347603,507069800
2018-01-12 15:30:00,0.01349699,0.013977,0.01347603,0.01394122,610208586
2018-01-12 16:30:00,0.01394,0.01410978,0.01383213,0.01390002,714759093
2018-01-12 17:30:00,0.01390002,0.01405948,0.01373856,0.01403963,498458511
2018-01-12 18:30:00,0.01401355,0.01404799,0.01374135,0.01381174,568811595
2018-01-12 19:30:00,0.01381174,0.01387299,0.013601,0.013824,591419100
2018-01-12 20:30:00,0.013824,0.01385,0.01335899,0.01341179,983004434
2018-01-12 21:30:00,0.01341179,0.0136,0.013222,0.01336503,1128940060
2018-01-12 22:30:00,0.01337,0.0136,0.01325032,0.01352001,765792875
2018-01-12 23:30:00,0.01352006,0.01356899,0.01335,0.01340528,390669897
2018-01-13 00:30:00,0.01337969,0.01380101,0.01335,0.013717,550450245
2018-01-13 01:30:00,0.013717,0.0139,0.01362508,0.01389998,430379554
2018-01-13 02:30:00,0.01388001,0.0138999,0.0137,0.01370081,278483004
2018-01-13 03:30:00,0.01371499,0.01375985,0.01351,0.01364699,332844667
2018-01-13 04:30:00,0.01364698,0.01378005,0.0136,0.01374001,413762665
2018-01-13 05:30:00,0.01374995,0.014149,0.01370615,0.01406001,744171115
2018-01-13 06:30:00,0.01403336,0.01425,0.01395895,0.01417038,947452357
2018-01-13 07:30:00,0.01418497,0.01418901,0.01405948,0.01406301,570911835
2018-01-13 08:30:00,0.01406299,0.01409264,0.01382,0.014066,670715430
2018-01-13 09:30:00,0.01406599,0.01409252,0.01394842,0.01401624,409346207
2018-01-13 10:30:00,0.01401623,0.01419475,0.01399904,0.01413,637593085
2018-01-13 11:30:00,0.01414881,0.01414881,0.01394841,0.01410857,457536108
2018-01-13 12:30:00,0.01410219,0.01432,0.01404999,0.01425509,516494585
2018-01-13 13:30:00,0.01425,0.014254,0.014071,0.01414,404379679
2018-01-13 14:30:00,0.01413502,0.01417278,0.01397494,0.01417105,443716737
2018-01-13 15:30:00,0.01415,0.0142495,0.01398107,0.01412908,504026766
2018-01-13 16:30:00,0.01413004,0.0142,0.01401136,0.014178,328556350
2018-01-13 17:30:00,0.014166,0.01437799,0.01414322,0.014279,507616754
2018-01-13 18:30:00,0.01427901,0.01456,0.01427,0.01452786,618378900
2018-01-13 19:30:00,0.01452,0.01458,0.01425499,0.01435749,798311770
2018-01-13 20:30:00,0.01435749,0.01437007,0.01408355,0.01424126,643616188
2018-01-13 21:30:00,0.01425784,0.014357,0.01415,0.014209,561583739
2018-01-13 22:30:00,0.0142,0.01432992,0.01414101,0.014318,453145899
2018-01-13 23:30:00,0.014318,0.01435,0.014186,0.01425937,466659231
2018-01-14 00:30:00,0.01425937,0.01427027,0.01392318,0.01408934,467067665
2018-01-14 01:30:00,0.01408664,0.01421332,0.014062,0.014143,266468450
2018-01-14 02:30:00,0.01414299,0.014255,0.014022,0.0141702,298366456
2018-01-14 03:30:00,0.014162,0.01434819,0.01415,0.01432999,258167620
2018-01-14 04:30:00,0.01432981,0.014346,0.01414201,0.01421,247225602
2018-01-14 05:30:00,0.01421,0.01427499,0.01410977,0.01423979,260314665
2018-01-14 06:30:00,0.01423979,0.0143395,0.01417826,0.0143002,283897422
2018-01-14 07:30:00,0.0143002,0.01433,0.01413001,0.01418995,303194315
2018-01-14 08:30:00,0.01418899,0.01418995,0.01408855,0.014162,236216774
2018-01-14 09:30:00,0.014165,0.0142,0.013537,0.01364442,1102573529
2018-01-14 10:30:00,0.01362998,0.01379151,0.01335907,0.01376389,865122519
2018-01-14 11:30:00,0.01376288,0.01388749,0.013641,0.01378332,380858536
2018-01-14 12:30:00,0.013819,0.01386386,0.01351571,0.01359,334163364
2018-01-14 13:30:00,0.01359,0.01372,0.01355,0.013623,371959890
2018-01-14 14:30:00,0.013623,0.013623,0.01325,0.01341106,1076527175
2018-01-14 15:30:00,0.01341136,0.013588,0.013368,0.01341038,534900810
2018-01-14 16:30:00,0.01341038,0.01345998,0.01312,0.01328015,980695274
2018-01-14 17:30:00,0.01328016,0.01330711,0.01258,0.01288132,2475252001
2018-01-14 18:30:00,0.01288156,0.01342645,0.01285,0.01339801,1201826126
2018-01-14 19:30:00,0.01339908,0.01341,0.01321963,0.01330199,846504597
2018-01-14 20:30:00,0.01330199,0.01331,0.0125692,0.01286989,1729982440
2018-01-14 21:30:00,0.01286982,0.01315243,0.01269001,0.01306502,903970238
2018-01-14 22:30:00,0.01306502,0.0133,0.012901,0.01327075,518150269
2018-01-14 23:30:00,0.01328022,0.01345,0.01315,0.013265,476891462
2018-01-15 00:30:00,0.013265,0.01339531,0.013081,0.013109,422408247
2018-01-15 01:30:00,0.01313052,0.013395,0.0131,0.01335798,503519166
2018-01-15 02:30:00,0.01334003,0.013395,0.01325,0.013265,333336536
2018-01-15 03:30:00,0.01325024,0.01347451,0.01324081,0.013452,305989827
2018-01-15 04:30:00,0.01347451,0.0136008,0.013407,0.01347499,569639147
2018-01-15 05:30:00,0.01347798,0.01373352,0.0134603,0.01368994,469651827
2018-01-15 06:30:00,0.01368994,0.01371275,0.01342385,0.01346094,620132541
2018-01-15 07:30:00,0.01346081,0.01351989,0.01323621,0.01330748,612851205
2018-01-15 08:30:00,0.01331501,0.01344872,0.01321556,0.01336843,422526559
2018-01-15 09:30:00,0.013367,0.01358,0.01333821,0.01355,377626745
2018-01-15 10:30:00,0.01355,0.01357006,0.01338458,0.01352001,347192754
2018-01-15 11:30:00,0.01352003,0.0137364,0.01351457,0.01373001,438348246
2018-01-15 12:30:00,0.01373,0.01373631,0.013251,0.013355,789232487
2018-01-15 13:30:00,0.01334634,0.01348061,0.01329033,0.0133811,682864207
2018-01-15 14:30:00,0.0133811,0.013619,0.013354,0.01353201,637827092
2018-01-15 15:30:00,0.013532,0.01372005,0.01353012,0.01365,576921692
2018-01-15 16:30:00,0.01366001,0.01374027,0.01314779,0.0136449,1189745576
2018-01-15 17:30:00,0.013645,0.01420027,0.01352017,0.014195,1089092586
2018-01-15 18:30:00,0.01419003,0.0142,0.01391484,0.01408548,1074914770
2018-01-15 19:30:00,0.01406703,0.01424999,0.01403802,0.01403808,755702926
